"slug","title","year","director","runtime","imdb","tmdb","times_picked","imdb_url","lb_url"
"fearless-hyena","Fearless Hyena","1979","Jackie Chan","97","tt0079315","19274","5","https://www.imdb.com/title/tt0079315/","https://letterboxd.com/film/fearless-hyena/"
"3-women","3 Women","1977","Robert Altman","124","tt0075612","41662","9","https://www.imdb.com/title/tt0075612/","https://letterboxd.com/film/3-women/"
"if","if....","1968","Lindsay Anderson","112","tt0063850","14794","2","https://www.imdb.com/title/tt0063850/","https://letterboxd.com/film/if/"
"le-silence-de-la-mer","Le Silence de la mer","1949","Jean-Pierre Melville","87","tt0039822","40650","2","https://www.imdb.com/title/tt0039822/","https://letterboxd.com/film/le-silence-de-la-mer/"
"the-gleaners-and-i","The Gleaners and I","2000","Agnès Varda","82","tt0247380","44379","24","https://www.imdb.com/title/tt0247380/","https://letterboxd.com/film/the-gleaners-and-i/"
"crisis-behind-a-presidential-commitment","Crisis: Behind a Presidential Commitment","1963","Robert Drew, Richard Leacock, D. A. Pennebaker, Hope Ryden, James Lipscomb","52","tt0263238","162494","1","https://www.imdb.com/title/tt0263238/","https://letterboxd.com/film/crisis-behind-a-presidential-commitment/"
"ride-with-the-devil","Ride with the Devil","1999","Ang Lee","138","tt0134154","22267","1","https://www.imdb.com/title/tt0134154/","https://letterboxd.com/film/ride-with-the-devil/"
"bigger-than-life","Bigger Than Life","1956","Nicholas Ray","95","tt0049010","26036","3","https://www.imdb.com/title/tt0049010/","https://letterboxd.com/film/bigger-than-life/"
"always-for-pleasure","Always for Pleasure","1978","Les Blank","58","tt0077154","85637","8","https://www.imdb.com/title/tt0077154/","https://letterboxd.com/film/always-for-pleasure/"
"the-killing","The Killing","1956","Stanley Kubrick","85","tt0049406","247","5","https://www.imdb.com/title/tt0049406/","https://letterboxd.com/film/the-killing/"
"the-furies","The Furies","1950","Anthony Mann","109","tt0042490","28304","2","https://www.imdb.com/title/tt0042490/","https://letterboxd.com/film/the-furies/"
"the-smiling-lieutenant","The Smiling Lieutenant","1931","Ernst Lubitsch","89","tt0022074","31409","1","https://www.imdb.com/title/tt0022074/","https://letterboxd.com/film/the-smiling-lieutenant/"
"hamlet","Hamlet","1948","Laurence Olivier","153","tt0040416","23383","2","https://www.imdb.com/title/tt0040416/","https://letterboxd.com/film/hamlet/"
"y-tu-mama-tambien","Y Tu Mamá También","2001","Alfonso Cuarón","106","tt0245574","1391","9","https://www.imdb.com/title/tt0245574/","https://letterboxd.com/film/y-tu-mama-tambien/"
"the-way-of-the-dragon","The Way of the Dragon","1972","Bruce Lee","100","tt0068935","9462","10","https://www.imdb.com/title/tt0068935/","https://letterboxd.com/film/the-way-of-the-dragon/"
"judex-1963","Judex","1963","Georges Franju","104","tt0057207","56800","2","https://www.imdb.com/title/tt0057207/","https://letterboxd.com/film/judex-1963/"
"graduation-2016","Graduation","2016","Cristian Mungiu","128","tt4936450","374458","2","https://www.imdb.com/title/tt4936450/","https://letterboxd.com/film/graduation-2016/"
"zatoichi-the-fugitive","Zatoichi the Fugitive","1963","Tokuzō Tanaka","86","tt0057715","18511","1","https://www.imdb.com/title/tt0057715/","https://letterboxd.com/film/zatoichi-the-fugitive/"
"m","M","1931","Fritz Lang","110","tt0022100","832","5","https://www.imdb.com/title/tt0022100/","https://letterboxd.com/film/m/"
"desert-hearts","Desert Hearts","1985","Donna Deitch","91","tt0089015","294","2","https://www.imdb.com/title/tt0089015/","https://letterboxd.com/film/desert-hearts/"
"the-comedian-1957","The Comedian","1957","John Frankenheimer","74","tt0050259","1091037","1","https://www.imdb.com/title/tt0050259/","https://letterboxd.com/film/the-comedian-1957/"
"hobsons-choice","Hobson's Choice","1954","David Lean","108","tt0047094","16410","4","https://www.imdb.com/title/tt0047094/","https://letterboxd.com/film/hobsons-choice/"
"pickpocket","Pickpocket","1959","Robert Bresson","75","tt0053168","690","9","https://www.imdb.com/title/tt0053168/","https://letterboxd.com/film/pickpocket/"
"the-big-boss","The Big Boss","1971","Lo Wei","99","tt0067824","12481","10","https://www.imdb.com/title/tt0067824/","https://letterboxd.com/film/the-big-boss/"
"girlfriends-1978","Girlfriends","1978","Claudia Weill","88","tt0077613","111469","10","https://www.imdb.com/title/tt0077613/","https://letterboxd.com/film/girlfriends-1978/"
"when-a-woman-ascends-the-stairs","When a Woman Ascends the Stairs","1960","Mikio Naruse","111","tt0054144","36872","1","https://www.imdb.com/title/tt0054144/","https://letterboxd.com/film/when-a-woman-ascends-the-stairs/"
"the-substance","The Substance","2024","Coralie Fargeat","141","tt17526714","933260","1","https://www.imdb.com/title/tt17526714/","https://letterboxd.com/film/the-substance/"
"tokyo-twilight","Tokyo Twilight","1957","Yasujirō Ozu","141","tt0051093","55192","6","https://www.imdb.com/title/tt0051093/","https://letterboxd.com/film/tokyo-twilight/"
"before-sunrise","Before Sunrise","1995","Richard Linklater","101","tt0112471","76","10","https://www.imdb.com/title/tt0112471/","https://letterboxd.com/film/before-sunrise/"
"watermelon-man","Watermelon Man","1970","Melvin Van Peebles","100","tt0066550","42600","11","https://www.imdb.com/title/tt0066550/","https://letterboxd.com/film/watermelon-man/"
"downhill-racer","Downhill Racer","1969","Michael Ritchie","101","tt0064253","33166","2","https://www.imdb.com/title/tt0064253/","https://letterboxd.com/film/downhill-racer/"
"fiances-on-the-bridge","Fiancés on the Bridge","1962","Agnès Varda","5","tt1086289","54464","4","https://www.imdb.com/title/tt1086289/","https://letterboxd.com/film/fiances-on-the-bridge/"
"night-train-to-munich","Night Train to Munich","1940","Carol Reed","96","tt0032842","41597","1","https://www.imdb.com/title/tt0032842/","https://letterboxd.com/film/night-train-to-munich/"
"dazed-and-confused","Dazed and Confused","1993","Richard Linklater","102","tt0106677","9571","7","https://www.imdb.com/title/tt0106677/","https://letterboxd.com/film/dazed-and-confused/"
"diplomacy","Diplomacy","2014","Volker Schlöndorff","84","tt3129564","253239","1","https://www.imdb.com/title/tt3129564/","https://letterboxd.com/film/diplomacy/"
"living-skeleton","Living Skeleton","1968","Hiroshi Matsuno","81","tt0203635","124423","2","https://www.imdb.com/title/tt0203635/","https://letterboxd.com/film/living-skeleton/"
"invasion-of-astro-monster","Invasion of Astro-Monster","1965","Ishirō Honda","96","tt0059346","19545","9","https://www.imdb.com/title/tt0059346/","https://letterboxd.com/film/invasion-of-astro-monster/"
"waiting-women","Waiting Women","1952","Ingmar Bergman","104","tt0044811","69544","12","https://www.imdb.com/title/tt0044811/","https://letterboxd.com/film/waiting-women/"
"latalante","L'Atalante","1934","Jean Vigo","88","tt0024844","43904","2","https://www.imdb.com/title/tt0024844/","https://letterboxd.com/film/latalante/"
"brazil","Brazil","1985","Terry Gilliam","143","tt0088846","68","9","https://www.imdb.com/title/tt0088846/","https://letterboxd.com/film/brazil/"
"wr-mysteries-of-the-organism","WR: Mysteries of the Organism","1971","Dušan Makavejev","85","tt0067958","42529","1","https://www.imdb.com/title/tt0067958/","https://letterboxd.com/film/wr-mysteries-of-the-organism/"
"bait-2019","Bait","2019","Mark Jenkin","89","tt9652782","576069","1","https://www.imdb.com/title/tt9652782/","https://letterboxd.com/film/bait-2019/"
"le-15-8","Le 15/8","1973","Chantal Akerman, Samy Szlingerbaum","43","tt0069664","186660","8","https://www.imdb.com/title/tt0069664/","https://letterboxd.com/film/le-15-8/"
"pandoras-box","Pandora's Box","1929","Georg Wilhelm Pabst","141","tt0018737","905","3","https://www.imdb.com/title/tt0018737/","https://letterboxd.com/film/pandoras-box/"
"sapphire","Sapphire","1959","Basil Dearden","92","tt0053242","64291","1","https://www.imdb.com/title/tt0053242/","https://letterboxd.com/film/sapphire/"
"mr-freedom","Mr. Freedom","1968","William Klein","92","tt0064674","27146","1","https://www.imdb.com/title/tt0064674/","https://letterboxd.com/film/mr-freedom/"
"peeping-tom","Peeping Tom","1960","Michael Powell","101","tt0054167","11167","2","https://www.imdb.com/title/tt0054167/","https://letterboxd.com/film/peeping-tom/"
"two-girls-on-the-street","Two Girls on the Street","1939","André de Toth","84","tt0031544","249619","1","https://www.imdb.com/title/tt0031544/","https://letterboxd.com/film/two-girls-on-the-street/"
"election","Election","1999","Alexander Payne","103","tt0126886","9451","6","https://www.imdb.com/title/tt0126886/","https://letterboxd.com/film/election/"
"fist-of-fury","Fist of Fury","1972","Lo Wei","108","tt0068767","11713","10","https://www.imdb.com/title/tt0068767/","https://letterboxd.com/film/fist-of-fury/"
"the-proud-valley","The Proud Valley","1940","Pen Tennyson","76","tt0031828","87060","2","https://www.imdb.com/title/tt0031828/","https://letterboxd.com/film/the-proud-valley/"
"menace-ii-society","Menace II Society","1993","Allen Hughes, Albert Hughes","97","tt0107554","9516","5","https://www.imdb.com/title/tt0107554/","https://letterboxd.com/film/menace-ii-society/"
"in-cold-blood","In Cold Blood","1967","Richard Brooks","134","tt0061809","18900","2","https://www.imdb.com/title/tt0061809/","https://letterboxd.com/film/in-cold-blood/"
"cooley-high","Cooley High","1975","Michael Schultz","107","tt0072820","35711","2","https://www.imdb.com/title/tt0072820/","https://letterboxd.com/film/cooley-high/"
"the-kid-with-a-bike","The Kid with a Bike","2011","Luc Dardenne, Jean-Pierre Dardenne","87","tt1827512","63831","2","https://www.imdb.com/title/tt1827512/","https://letterboxd.com/film/the-kid-with-a-bike/"
"a-woman-is-a-woman","A Woman Is a Woman","1961","Jean-Luc Godard","83","tt0055572","31522","1","https://www.imdb.com/title/tt0055572/","https://letterboxd.com/film/a-woman-is-a-woman/"
"walle","WALL·E","2008","Andrew Stanton","98","tt0910970","10681","7","https://www.imdb.com/title/tt0910970/","https://letterboxd.com/film/walle/"
"in-a-lonely-place","In a Lonely Place","1950","Nicholas Ray","93","tt0042593","17057","4","https://www.imdb.com/title/tt0042593/","https://letterboxd.com/film/in-a-lonely-place/"
"la-ronde","La Ronde","1950","Max Ophüls","95","tt0042906","50030","1","https://www.imdb.com/title/tt0042906/","https://letterboxd.com/film/la-ronde/"
"mangrove-2020","Mangrove","2020","Steve McQueen","127","tt10551100","712168","2","https://www.imdb.com/title/tt10551100/","https://letterboxd.com/film/mangrove-2020/"
"brief-encounter","Brief Encounter","1945","David Lean","86","tt0037558","851","12","https://www.imdb.com/title/tt0037558/","https://letterboxd.com/film/brief-encounter/"
"man-is-not-a-bird","Man Is Not a Bird","1965","Dušan Makavejev","72","tt0059063","71725","1","https://www.imdb.com/title/tt0059063/","https://letterboxd.com/film/man-is-not-a-bird/"
"black-river-1957","Black River","1957","Masaki Kobayashi","114","tt0134771","101929","1","https://www.imdb.com/title/tt0134771/","https://letterboxd.com/film/black-river-1957/"
"sambizanga","Sambizanga","1972","Sarah Maldoror","102","tt0069214","87392","1","https://www.imdb.com/title/tt0069214/","https://letterboxd.com/film/sambizanga/"
"my-lucky-stars","My Lucky Stars","1985","Sammo Hung Kam-Bo","96","tt0089177","10044","5","https://www.imdb.com/title/tt0089177/","https://letterboxd.com/film/my-lucky-stars/"
"anatomy-of-a-fall","Anatomy of a Fall","2023","Justine Triet","151","tt17009710","915935","4","https://www.imdb.com/title/tt17009710/","https://letterboxd.com/film/anatomy-of-a-fall/"
"a-human-condition","A Human Condition","1974","Louis Malle, René Vautier","73","tt0071635","112451","5","https://www.imdb.com/title/tt0071635/","https://letterboxd.com/film/a-human-condition/"
"the-mammals-of-victoria","The Mammals of Victoria","1994","Stan Brakhage","34","tt0280911","164604","3","https://www.imdb.com/title/tt0280911/","https://letterboxd.com/film/the-mammals-of-victoria/"
"close-up","Close-Up","1990","Abbas Kiarostami","98","tt0100234","30017","10","https://www.imdb.com/title/tt0100234/","https://letterboxd.com/film/close-up/"
"sweet-dreams-2023","Sweet Dreams","2023","Ena Sendijarević","102","tt13110998","1086888","1","https://www.imdb.com/title/tt13110998/","https://letterboxd.com/film/sweet-dreams-2023/"
"pierrot-le-fou","Pierrot le Fou","1965","Jean-Luc Godard","110","tt0059592","2786","3","https://www.imdb.com/title/tt0059592/","https://letterboxd.com/film/pierrot-le-fou/"
"a-man-escaped","A Man Escaped","1956","Robert Bresson","101","tt0049902","15244","9","https://www.imdb.com/title/tt0049902/","https://letterboxd.com/film/a-man-escaped/"
"straw-dogs","Straw Dogs","1971","Sam Peckinpah","116","tt0067800","994","7","https://www.imdb.com/title/tt0067800/","https://letterboxd.com/film/straw-dogs/"
"marty-1953","Marty","1953","Delbert Mann","51","tt0245266","409952","1","https://www.imdb.com/title/tt0245266/","https://letterboxd.com/film/marty-1953/"
"europa","Europa","1991","Lars von Trier","113","tt0101829","9065","3","https://www.imdb.com/title/tt0101829/","https://letterboxd.com/film/europa/"
"the-confession-1970","The Confession","1970","Costa-Gavras","139","tt0065439","60859","1","https://www.imdb.com/title/tt0065439/","https://letterboxd.com/film/the-confession-1970/"
"persona","Persona","1966","Ingmar Bergman","85","tt0060827","797","18","https://www.imdb.com/title/tt0060827/","https://letterboxd.com/film/persona/"
"frownland","Frownland","2007","Ronald Bronstein","107","tt0970935","23516","2","https://www.imdb.com/title/tt0970935/","https://letterboxd.com/film/frownland/"
"innocence-unprotected","Innocence Unprotected","1968","Dušan Makavejev","75","tt0063342","62842","1","https://www.imdb.com/title/tt0063342/","https://letterboxd.com/film/innocence-unprotected/"
"charade","Charade","1963","Stanley Donen","113","tt0056923","4808","2","https://www.imdb.com/title/tt0056923/","https://letterboxd.com/film/charade/"
"im-still-here-2024","I'm Still Here","2024","Walter Salles","138","tt14961016","1000837","1","https://www.imdb.com/title/tt14961016/","https://letterboxd.com/film/im-still-here-2024/"
"being-john-malkovich","Being John Malkovich","1999","Spike Jonze","113","tt0120601","492","7","https://www.imdb.com/title/tt0120601/","https://letterboxd.com/film/being-john-malkovich/"
"the-league-of-gentlemen","The League of Gentlemen","1960","Basil Dearden","116","tt0052997","46724","1","https://www.imdb.com/title/tt0052997/","https://letterboxd.com/film/the-league-of-gentlemen/"
"another-year","Another Year","2010","Mike Leigh","129","tt1431181","44009","1","https://www.imdb.com/title/tt1431181/","https://letterboxd.com/film/another-year/"
"hotel-monterey","Hotel Monterey","1973","Chantal Akerman","60","tt0068725","108831","11","https://www.imdb.com/title/tt0068725/","https://letterboxd.com/film/hotel-monterey/"
"emperor-jones-1933","Emperor Jones","1933","Dudley Murphy","73","tt0023985","43594","2","https://www.imdb.com/title/tt0023985/","https://letterboxd.com/film/emperor-jones-1933/"
"shadows-in-paradise","Shadows in Paradise","1986","Aki Kaurismäki","74","tt0092149","3","5","https://www.imdb.com/title/tt0092149/","https://letterboxd.com/film/shadows-in-paradise/"
"hiroshima-mon-amour","Hiroshima Mon Amour","1959","Alain Resnais","92","tt0052893","5544","1","https://www.imdb.com/title/tt0052893/","https://letterboxd.com/film/hiroshima-mon-amour/"
