"title","slug","criterion_spine_number","director","year","country","genres","criterion_url","imdb_id","imdb_url","tmdb_id","tmdb_url","letterboxd_url","pick_count","is_box_set","credits","tmdb_type"
"Day for Night","day-for-night","769","François Truffaut","1973","","[""Comedy"",""Drama""]","https://www.criterion.com/films/28698-day-for-night","tt0070460","https://www.imdb.com/title/tt0070460/","1675","https://www.themoviedb.org/movie/1675","https://letterboxd.com/tmdb/1675","5","0","{""directors"":[{""name"":""François Truffaut"",""tmdb_id"":1650}],""writers"":[{""name"":""François Truffaut"",""tmdb_id"":1650},{""name"":""Suzanne Schiffman"",""tmdb_id"":3583},{""name"":""Jean-Louis Richard"",""tmdb_id"":18558}],""cinematographers"":[{""name"":""Pierre-William Glenn"",""tmdb_id"":20034}],""editors"":[{""name"":""Martine Barraqué"",""tmdb_id"":3585},{""name"":""Yann Dedet"",""tmdb_id"":6318}],""cast"":[{""name"":""Jacqueline Bisset"",""tmdb_id"":14061,""character"":""Julie Baker""},{""name"":""Valentina Cortese"",""tmdb_id"":24499,""character"":""Séverine""},{""name"":""Dani"",""tmdb_id"":3591,""character"":""Liliane, the Trainee Script Girl""},{""name"":""Alexandra Stewart"",""tmdb_id"":18765,""character"":""Stacey""},{""name"":""Jean-Pierre Aumont"",""tmdb_id"":18766,""character"":""Alexandre""},{""name"":""Jean Champion"",""tmdb_id"":18767,""character"":""Bertrand, the Producer""},{""name"":""Jean-Pierre Léaud"",""tmdb_id"":1653,""character"":""Alphonse""},{""name"":""François Truffaut"",""tmdb_id"":1650,""character"":""Ferrand, the Director""}]}",""
"Day of Wrath","day-of-wrath","125","Carl Theodor Dreyer","1943","","[""Drama"",""History""]","https://www.criterion.com/films/442-day-of-wrath","tt0036506","https://www.imdb.com/title/tt0036506/","41391","https://www.themoviedb.org/movie/41391","https://letterboxd.com/tmdb/41391","1","0","{""directors"":[{""name"":""Carl Theodor Dreyer"",""tmdb_id"":11572}],""writers"":[{""name"":""Carl Theodor Dreyer"",""tmdb_id"":11572},{""name"":""Hans Wiers-Jenssen"",""tmdb_id"":1876069},{""name"":""Paul La Cour"",""tmdb_id"":1876068},{""name"":""Poul Knudsen"",""tmdb_id"":1876067},{""name"":""Mogens Skot-Hansen"",""tmdb_id"":1017686}],""cinematographers"":[{""name"":""Karl Andersson"",""tmdb_id"":1017693}],""editors"":[{""name"":""Anne Marie Petersen"",""tmdb_id"":1876071},{""name"":""Edith Schlüssel"",""tmdb_id"":1017698}],""cast"":[{""name"":""Thorkild Roose"",""tmdb_id"":1017884,""character"":""Rev. Absalon Pederssøn (uncredited)""},{""name"":""Lisbeth Movin"",""tmdb_id"":142907,""character"":""Anne Pedersdotter, Absalon's Second Wife (uncredited)""},{""name"":""Preben Lerdorff Rye"",""tmdb_id"":142906,""character"":""Martin, Absalon's Son from First Marriage (uncredited)""},{""name"":""Sigrid Neiiendam"",""tmdb_id"":1017401,""character"":""Merete, Absalon's Mother (uncredited)""},{""name"":""Anna Svierkier"",""tmdb_id"":1328713,""character"":""Herlofs Marte (uncredited)""},{""name"":""Albert Høeberg"",""tmdb_id"":142902,""character"":""The Bishop (uncredited)""},{""name"":""Olaf Ussing"",""tmdb_id"":51208,""character"":""Laurentius (uncredited)""},{""name"":""Preben Neergaard"",""tmdb_id"":578959,""character"":""Degn (uncredited)""}]}",""
"Days of Heaven","days-of-heaven","409","Terrence Malick","1978","","[""Drama"",""Romance""]","https://www.criterion.com/films/213-days-of-heaven","tt0077405","https://www.imdb.com/title/tt0077405/","16642","https://www.themoviedb.org/movie/16642","https://letterboxd.com/tmdb/16642","5","0","{""directors"":[{""name"":""Terrence Malick"",""tmdb_id"":30715}],""writers"":[{""name"":""Terrence Malick"",""tmdb_id"":30715}],""cinematographers"":[{""name"":""Néstor Almendros"",""tmdb_id"":3569}],""editors"":[{""name"":""Billy Weber"",""tmdb_id"":909}],""cast"":[{""name"":""Richard Gere"",""tmdb_id"":1205,""character"":""Bill""},{""name"":""Brooke Adams"",""tmdb_id"":69054,""character"":""Abby""},{""name"":""Sam Shepard"",""tmdb_id"":9880,""character"":""The Farmer""},{""name"":""Linda Manz"",""tmdb_id"":3011,""character"":""Linda""},{""name"":""Robert J. Wilke"",""tmdb_id"":2096,""character"":""The Farm Foreman""},{""name"":""Jackie Shultis"",""tmdb_id"":2724011,""character"":""Linda's Friend""},{""name"":""Stuart Margolin"",""tmdb_id"":41406,""character"":""Mill Foreman""},{""name"":""Timothy Scott"",""tmdb_id"":83411,""character"":""Harvest Hand""}]}",""
"Dazed and Confused","dazed-and-confused","336","Richard Linklater","1993","","[""Comedy"",""Drama""]","https://www.criterion.com/films/314-dazed-and-confused","tt0106677","https://www.imdb.com/title/tt0106677/","9571","https://www.themoviedb.org/movie/9571","https://letterboxd.com/tmdb/9571","7","0","{""directors"":[{""name"":""Richard Linklater"",""tmdb_id"":564}],""writers"":[{""name"":""Richard Linklater"",""tmdb_id"":564}],""cinematographers"":[{""name"":""Lee Daniel"",""tmdb_id"":576}],""editors"":[{""name"":""Sandra Adair"",""tmdb_id"":580}],""cast"":[{""name"":""Jason London"",""tmdb_id"":52474,""character"":""Pink""},{""name"":""Matthew McConaughey"",""tmdb_id"":10297,""character"":""Wooderson""},{""name"":""Joey Lauren Adams"",""tmdb_id"":16484,""character"":""Simone""},{""name"":""Rory Cochrane"",""tmdb_id"":51792,""character"":""Slater""},{""name"":""Wiley Wiggins"",""tmdb_id"":56934,""character"":""Mitch""},{""name"":""Adam Goldberg"",""tmdb_id"":6163,""character"":""Mike""},{""name"":""Anthony Rapp"",""tmdb_id"":6165,""character"":""Tony""},{""name"":""Sasha Jenson"",""tmdb_id"":58000,""character"":""Don""}]}",""
"Dead Man","dead-man","919","Jim Jarmusch","1995","","[""Drama"",""Fantasy"",""Western""]","https://www.criterion.com/films/29064-dead-man","tt0112817","https://www.imdb.com/title/tt0112817/","922","https://www.themoviedb.org/movie/922","https://letterboxd.com/tmdb/922","3","0","{""directors"":[{""name"":""Jim Jarmusch"",""tmdb_id"":4429}],""writers"":[{""name"":""Jim Jarmusch"",""tmdb_id"":4429}],""cinematographers"":[{""name"":""Robby Müller"",""tmdb_id"":1632}],""editors"":[{""name"":""Jay Rabinowitz"",""tmdb_id"":330}],""cast"":[{""name"":""Johnny Depp"",""tmdb_id"":85,""character"":""William Blake""},{""name"":""Gary Farmer"",""tmdb_id"":15439,""character"":""Nobody""},{""name"":""Crispin Glover"",""tmdb_id"":1064,""character"":""Train Fireman""},{""name"":""Lance Henriksen"",""tmdb_id"":2714,""character"":""Cole Wilson""},{""name"":""Michael Wincott"",""tmdb_id"":7486,""character"":""Conway Twill""},{""name"":""Eugene Byrd"",""tmdb_id"":342,""character"":""Johnny 'The Kid' Pickett""},{""name"":""John Hurt"",""tmdb_id"":5049,""character"":""John Scholfield""},{""name"":""Robert Mitchum"",""tmdb_id"":10158,""character"":""John Dickinson""}]}",""
"Death in Venice","death-in-venice","962","Luchino Visconti","1971","","[""Drama""]","https://www.criterion.com/films/28699-death-in-venice","tt0067445","https://www.imdb.com/title/tt0067445/","6619","https://www.themoviedb.org/movie/6619","https://letterboxd.com/tmdb/6619","3","0","{""directors"":[{""name"":""Luchino Visconti"",""tmdb_id"":15127}],""writers"":[{""name"":""Nicola Badalucco"",""tmdb_id"":50933},{""name"":""Luchino Visconti"",""tmdb_id"":15127}],""cinematographers"":[{""name"":""Pasqualino De Santis"",""tmdb_id"":36016}],""editors"":[{""name"":""Ruggero Mastroianni"",""tmdb_id"":32053}],""cast"":[{""name"":""Dirk Bogarde"",""tmdb_id"":21605,""character"":""Gustav von Aschenbach""},{""name"":""Björn Andrésen"",""tmdb_id"":50935,""character"":""Tadzio""},{""name"":""Romolo Valli"",""tmdb_id"":5567,""character"":""Hotel Manager""},{""name"":""Mark Burns"",""tmdb_id"":32067,""character"":""Alfred""},{""name"":""Nora Ricci"",""tmdb_id"":32066,""character"":""Tadzio's Governess""},{""name"":""Silvana Mangano"",""tmdb_id"":12520,""character"":""Tadzio's Mother""},{""name"":""Marisa Berenson"",""tmdb_id"":31071,""character"":""Aschenbach's Wife""},{""name"":""Carole André"",""tmdb_id"":41118,""character"":""Esmeralda, Brothel Prostitute""}]}",""
"Death of a Cyclist","death-of-a-cyclist","427","Juan Antonio Bardem","1955","","[""Crime"",""Drama"",""Thriller""]","https://www.criterion.com/films/537-death-of-a-cyclist","tt0048394","https://www.imdb.com/title/tt0048394/","72083","https://www.themoviedb.org/movie/72083","https://letterboxd.com/tmdb/72083","1","0","{""directors"":[{""name"":""Juan Antonio Bardem"",""tmdb_id"":71522}],""writers"":[{""name"":""Juan Antonio Bardem"",""tmdb_id"":71522},{""name"":""Luis Fernando de Igoa"",""tmdb_id"":1196806}],""cinematographers"":[{""name"":""Alfredo Fraile"",""tmdb_id"":961531}],""editors"":[{""name"":""Margarita Ochoa"",""tmdb_id"":19530}],""cast"":[{""name"":""Lucia Bosè"",""tmdb_id"":39274,""character"":""María José de Castro""},{""name"":""Alberto Closas"",""tmdb_id"":240197,""character"":""Juan Fernández Soler""},{""name"":""Bruna Corrà"",""tmdb_id"":132481,""character"":""Matilde Luque Carvajal""},{""name"":""Carlos Casaravilla"",""tmdb_id"":89776,""character"":""Rafael Sandoval""},{""name"":""Otello Toso"",""tmdb_id"":1048709,""character"":""Miguel Castro""},{""name"":""Alicia Romay"",""tmdb_id"":1048842,""character"":""Carmina""},{""name"":""Julia Delgado Caro"",""tmdb_id"":592667,""character"":""Doña Maria""},{""name"":""Matilde Muñoz Sampedro"",""tmdb_id"":589588,""character"":""Cyclist's Neighbor""}]}",""
"Deep Cover","deep-cover","1086","Bill Duke","1992","","[""Action"",""Thriller"",""Crime""]","https://www.criterion.com/films/31499-deep-cover","tt0104073","https://www.imdb.com/title/tt0104073/","20676","https://www.themoviedb.org/movie/20676","https://letterboxd.com/tmdb/20676","3","0","{""directors"":[{""name"":""Bill Duke"",""tmdb_id"":1103}],""writers"":[{""name"":""Henry Bean"",""tmdb_id"":30458},{""name"":""Michael Tolkin"",""tmdb_id"":16939}],""cinematographers"":[{""name"":""Bojan Bazelli"",""tmdb_id"":11699}],""editors"":[{""name"":""John Carter"",""tmdb_id"":1741915}],""cast"":[{""name"":""Laurence Fishburne"",""tmdb_id"":2975,""character"":""Russell Stevens Jr. / John Hull""},{""name"":""Jeff Goldblum"",""tmdb_id"":4785,""character"":""David Jason""},{""name"":""Victoria Dillard"",""tmdb_id"":172103,""character"":""Betty McCutcheon""},{""name"":""Gregory Sierra"",""tmdb_id"":18914,""character"":""Felix Barbosa""},{""name"":""Clarence Williams III"",""tmdb_id"":15864,""character"":""Taft""},{""name"":""René Assa"",""tmdb_id"":1961663,""character"":""Guzman""},{""name"":""Alex Colon"",""tmdb_id"":73338,""character"":""Molto""},{""name"":""Roger Guenveur Smith"",""tmdb_id"":40377,""character"":""Eddie""}]}",""
"Deep Crimson","deep-crimson","1285","Arturo Ripstein","1996","","[""Crime"",""Drama""]","https://www.criterion.com/films/1201-deep-crimson","tt0117394","https://www.imdb.com/title/tt0117394/","47007","https://www.themoviedb.org/movie/47007","https://letterboxd.com/tmdb/47007","1","0","{""directors"":[{""name"":""Arturo Ripstein"",""tmdb_id"":532227}],""writers"":[{""name"":""Paz Alicia Garciadiego"",""tmdb_id"":942969}],""cinematographers"":[{""name"":""Guillermo Granillo"",""tmdb_id"":7362}],""editors"":[{""name"":""Rafael Castanedo"",""tmdb_id"":948900}],""cast"":[{""name"":""Regina Orozco"",""tmdb_id"":974739,""character"":""Coral Fabre""},{""name"":""Daniel Giménez Cacho"",""tmdb_id"":1603,""character"":""Nicolas Estrella""},{""name"":""Marisa Paredes"",""tmdb_id"":954,""character"":""Irene Gallardo""},{""name"":""Julieta Egurrola"",""tmdb_id"":1044027,""character"":""Juanita Norton""},{""name"":""Sherlyn"",""tmdb_id"":944671,""character"":""Teresa""},{""name"":""Giovani Florido"",""tmdb_id"":1186604,""character"":""Carlitos""},{""name"":""Fernando Palavicini"",""tmdb_id"":1729517,""character"":""Don Dimas""},{""name"":""Alexandra Vicencio"",""tmdb_id"":1635373,""character"":""Imelda""}]}",""
"Defending Your Life","defending-your-life","1071","Albert Brooks","1991","","[""Romance"",""Fantasy"",""Comedy"",""Drama""]","https://www.criterion.com/films/29634-defending-your-life","tt0101698","https://www.imdb.com/title/tt0101698/","12186","https://www.themoviedb.org/movie/12186","https://letterboxd.com/tmdb/12186","12","0","{""directors"":[{""name"":""Albert Brooks"",""tmdb_id"":13}],""writers"":[{""name"":""Albert Brooks"",""tmdb_id"":13}],""cinematographers"":[{""name"":""Allen Daviau"",""tmdb_id"":9965}],""editors"":[{""name"":""David Finfer"",""tmdb_id"":18387}],""cast"":[{""name"":""Albert Brooks"",""tmdb_id"":13,""character"":""Daniel Miller""},{""name"":""Meryl Streep"",""tmdb_id"":5064,""character"":""Julia""},{""name"":""Rip Torn"",""tmdb_id"":9626,""character"":""Bob Diamond""},{""name"":""Lee Grant"",""tmdb_id"":30123,""character"":""Lena Foster""},{""name"":""Michael Durrell"",""tmdb_id"":20628,""character"":""Agency Head""},{""name"":""James Eckhouse"",""tmdb_id"":19151,""character"":""Jeep Owner""},{""name"":""Gary Beach"",""tmdb_id"":60136,""character"":""Car Salesman""},{""name"":""Julie Cobb"",""tmdb_id"":121041,""character"":""Tram Guide""}]}",""
"Dekalog","dekalog","837","Krzysztof Kieślowski","1989","","[""Drama""]","https://www.criterion.com/films/28661-dekalog","tt0092337","https://www.imdb.com/title/tt0092337/","42699","https://www.themoviedb.org/tv/42699","","12","0","{""directors"":[{""name"":""Krzysztof Kieślowski"",""tmdb_id"":1920}],""writers"":[{""name"":""Krzysztof Kieślowski"",""tmdb_id"":1920},{""name"":""Krzysztof Piesiewicz"",""tmdb_id"":56399}],""cinematographers"":[],""editors"":[],""cast"":[{""name"":""Artur Barciś"",""tmdb_id"":97285,""character"":""""},{""name"":""Olgierd Łukaszewicz"",""tmdb_id"":97260,""character"":""""},{""name"":""Krystyna Janda"",""tmdb_id"":97258,""character"":""""},{""name"":""Aleksander Bardini"",""tmdb_id"":97262,""character"":""""}]}","tv"
"Demon Pond","demon-pond","1237","Masahiro Shinoda","1979","","[""Fantasy"",""Romance""]","https://www.criterion.com/films/33384-demon-pond","tt0079041","https://www.imdb.com/title/tt0079041/","117215","https://www.themoviedb.org/movie/117215","https://letterboxd.com/tmdb/117215","1","0","{""directors"":[{""name"":""Masahiro Shinoda"",""tmdb_id"":133518}],""writers"":[{""name"":""Tsutomu Tamura"",""tmdb_id"":140624},{""name"":""Haruhiko Mimura"",""tmdb_id"":1081108}],""cinematographers"":[{""name"":""Noritaka Sakamoto"",""tmdb_id"":1274816},{""name"":""Masao Kosugi"",""tmdb_id"":1088569}],""editors"":[{""name"":""Zen Ikeda"",""tmdb_id"":1938877},{""name"":""Sachiko Yamaji"",""tmdb_id"":1175869}],""cast"":[{""name"":""Tamasaburō Bandō V"",""tmdb_id"":1050821,""character"":""Yuri / Princess Shirayuki""},{""name"":""Gō Katō"",""tmdb_id"":24548,""character"":""Akira Hagiwara""},{""name"":""Tsutomu Yamazaki"",""tmdb_id"":70626,""character"":""Gaukuen Yamazaki""},{""name"":""Kōji Nanbara"",""tmdb_id"":82477,""character"":""Priest Shikami""},{""name"":""Yatsuko Tan'ami"",""tmdb_id"":136382,""character"":""Nurse""},{""name"":""Hisashi Igawa"",""tmdb_id"":96637,""character"":""The Carp""},{""name"":""Norihei Miki"",""tmdb_id"":86858,""character"":""Catfish Messenger""},{""name"":""Juro Kara"",""tmdb_id"":223017,""character"":""Denkichi""}]}",""
"Desert Hearts","desert-hearts","902","Donna Deitch","1985","","[""Drama"",""Romance""]","https://www.criterion.com/films/29139-desert-hearts","tt0089015","https://www.imdb.com/title/tt0089015/","294","https://www.themoviedb.org/movie/294","https://letterboxd.com/tmdb/294","2","0","{""directors"":[{""name"":""Donna Deitch"",""tmdb_id"":4163}],""writers"":[{""name"":""Natalie Cooper"",""tmdb_id"":1664454}],""cinematographers"":[{""name"":""Robert Elswit"",""tmdb_id"":2950}],""editors"":[{""name"":""Robert Estrin"",""tmdb_id"":4141}],""cast"":[{""name"":""Helen Shaver"",""tmdb_id"":4160,""character"":""Vivian Bell""},{""name"":""Patricia Charbonneau"",""tmdb_id"":4161,""character"":""Cay Rivvers""},{""name"":""Audra Lindley"",""tmdb_id"":4162,""character"":""Frances Parker""},{""name"":""Andra Akers"",""tmdb_id"":164660,""character"":""Silver""},{""name"":""Gwen Welles"",""tmdb_id"":30622,""character"":""Gwen""},{""name"":""Dean Butler"",""tmdb_id"":149463,""character"":""Darrell""},{""name"":""Katie La Bourdette"",""tmdb_id"":1664464,""character"":""Lucille""},{""name"":""James Staley"",""tmdb_id"":29385,""character"":""Art Warner""}]}",""
"Design for Living","design-for-living","592","Ernst Lubitsch","1933","","[""Comedy"",""Romance""]","https://www.criterion.com/films/27872-design-for-living","tt0023940","https://www.imdb.com/title/tt0023940/","77210","https://www.themoviedb.org/movie/77210","https://letterboxd.com/tmdb/77210","4","0","{""directors"":[{""name"":""Ernst Lubitsch"",""tmdb_id"":2428}],""writers"":[{""name"":""Ben Hecht"",""tmdb_id"":4341}],""cinematographers"":[{""name"":""Victor Milner"",""tmdb_id"":30258}],""editors"":[{""name"":""Frances Marsh"",""tmdb_id"":1537991}],""cast"":[{""name"":""Fredric March"",""tmdb_id"":13576,""character"":""Tom Chambers""},{""name"":""Miriam Hopkins"",""tmdb_id"":2433,""character"":""Gilda Farrell""},{""name"":""Gary Cooper"",""tmdb_id"":4068,""character"":""George Curtis""},{""name"":""Edward Everett Horton"",""tmdb_id"":2437,""character"":""Max Plunkett""},{""name"":""Franklin Pangborn"",""tmdb_id"":13966,""character"":""Mr. Douglas""},{""name"":""Isabel Jewell"",""tmdb_id"":33277,""character"":""Plunkett's Stenographer""},{""name"":""Jane Darwell"",""tmdb_id"":8515,""character"":""Curtis' Housekeeper""},{""name"":""Wyndham Standing"",""tmdb_id"":540363,""character"":""Max's Butler""}]}",""
"Destry Rides Again","destry-rides-again","1024","George Marshall","1939","","[""Western"",""Comedy""]","https://www.criterion.com/films/29002-destry-rides-again","tt0031225","https://www.imdb.com/title/tt0031225/","43828","https://www.themoviedb.org/movie/43828","https://letterboxd.com/tmdb/43828","2","0","{""directors"":[{""name"":""George Marshall"",""tmdb_id"":19093}],""writers"":[{""name"":""Gertrude Purcell"",""tmdb_id"":148850},{""name"":""Henry Myers"",""tmdb_id"":223371},{""name"":""Felix Jackson"",""tmdb_id"":105570}],""cinematographers"":[{""name"":""Hal Mohr"",""tmdb_id"":14284}],""editors"":[{""name"":""Milton Carruth"",""tmdb_id"":1552}],""cast"":[{""name"":""James Stewart"",""tmdb_id"":854,""character"":""Tom Destry Jr.""},{""name"":""Marlene Dietrich"",""tmdb_id"":2896,""character"":""Frenchy""},{""name"":""Mischa Auer"",""tmdb_id"":39801,""character"":""Boris""},{""name"":""Charles Winninger"",""tmdb_id"":83474,""character"":""Washington Dimsdale""},{""name"":""Brian Donlevy"",""tmdb_id"":41755,""character"":""Kent""},{""name"":""Allen Jenkins"",""tmdb_id"":30005,""character"":""Gyp Watson""},{""name"":""Warren Hymer"",""tmdb_id"":74876,""character"":""Bugs Watson""},{""name"":""Irene Hervey"",""tmdb_id"":111581,""character"":""Janice Tyndall""}]}",""
"Detour","detour","966","Edgar G. Ulmer","1945","","[""Drama"",""Thriller""]","https://www.criterion.com/films/29614-detour","tt0037638","https://www.imdb.com/title/tt0037638/","20367","https://www.themoviedb.org/movie/20367","https://letterboxd.com/tmdb/20367","2","0","{""directors"":[{""name"":""Edgar G. Ulmer"",""tmdb_id"":5030}],""writers"":[{""name"":""Martin Goldsmith"",""tmdb_id"":86000}],""cinematographers"":[{""name"":""Benjamin H. Kline"",""tmdb_id"":96726}],""editors"":[{""name"":""George McGuire"",""tmdb_id"":29253}],""cast"":[{""name"":""Tom Neal"",""tmdb_id"":85993,""character"":""Al Roberts""},{""name"":""Ann Savage"",""tmdb_id"":34330,""character"":""Vera""},{""name"":""Claudia Drake"",""tmdb_id"":85994,""character"":""Sue Harvey""},{""name"":""Edmund MacDonald"",""tmdb_id"":85995,""character"":""Charles Haskell Jr.""},{""name"":""Tim Ryan"",""tmdb_id"":85996,""character"":""Diner Owner Gus""},{""name"":""Esther Howard"",""tmdb_id"":85997,""character"":""Hedy""},{""name"":""Pat Gleason"",""tmdb_id"":85998,""character"":""Joe""},{""name"":""Don Brodie"",""tmdb_id"":67369,""character"":""Used Car Salesman (uncredited)""}]}",""
